"","ID","sex.off","type.off","class.cor.off","year.off","BirthYear.off","birthyear.int.off","InterpAge.x","Respawner.off","dam","respawner.info.x","sex.dam","type.dam","class.cor.dam","year.dam","BirthYear.dam","birthyear.int.dam","sire","InterpAge.y","Respawner.dam","respawner.info.y","sex.sire","type.sire","class.cor.sire","year.sire","LLRdam","LLRsire","LLRpair","OHdam","OHsire","MEpair","BirthYear.sire","birthyear.int.sire","InterpAge","Respawner.sire","respawner.info"
"3802","Uts_14_0y_0636","M","Offspring","0+",2014,2014,2014,NA,NA,"Uts_13A_065",NA,"F","Adult","Adult",2013,2006,2005,NA,5,1,30,NA,NA,NA,NA,3.71,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"3803","Uts_14_0y_0637","F","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3804","Uts_14_0y_0638","M","Offspring","0+",2014,2014,2014,NA,NA,"Uts_13A_065",NA,"F","Adult","Adult",2013,2006,2005,"Uts_13A_043",5,1,30,"M","Adult","Adult",2013,3.4,3.44,5.84,0,0,0,2007,2006,3,0,NA
"3805","Uts_14_0y_0640","F","Offspring","0+",2014,2014,2014,NA,NA,"Uts_13A_044",NA,"F","Adult","Adult",2013,2007,2007,NA,2,0,NA,NA,NA,NA,NA,2.93,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"3806","Uts_14_0y_0641","M","Offspring","0+",2014,2014,2014,NA,NA,"Uts_13A_047",NA,"F","Adult","Adult",2013,2008,2007,"Uts_13A_023",3,1,10,"M","Adult","Adult",2013,2.42,3.75,5.08,0,0,0,2006,2006,3,0,NA
"3807","Uts_14_0y_0642","M","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_13A_023",NA,NA,NA,"M","Adult","Adult",2013,NA,2.01,NA,NA,1,NA,2006,2006,3,0,NA
"3808","Uts_14_0y_0643","M","Offspring","0+",2014,2014,2014,NA,NA,"Uts_13A_033",NA,"F","Adult","Adult",2013,2007,2007,"Uts_13A_043",3,0,NA,"M","Adult","Adult",2013,2.43,3.5,4.99,0,0,0,2007,2006,3,0,NA
"3809","Uts_14_0y_0644","M","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_13A_029",NA,NA,NA,"M","Adult","Adult",2013,NA,4.66,NA,NA,0,NA,2007,2006,3,1,10
"3810","Uts_14_0y_0646","F","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3811","Uts_14_0y_0647","F","Offspring","0+",2014,2014,2014,NA,NA,"Uts_13A_065",NA,"F","Adult","Adult",2013,2006,2005,NA,5,1,30,NA,NA,NA,NA,3.35,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"3812","Uts_14_0y_0648","F","Offspring","0+",2014,2014,2014,NA,NA,"Uts_11A_22",NA,"F","Adult","Adult",2011,2005,2006,NA,2,0,NA,NA,NA,NA,NA,3.81,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"3813","Uts_14_0y_0649","F","Offspring","0+",2014,2014,2014,NA,NA,"Uts_13A_047",NA,"F","Adult","Adult",2013,2008,2007,"Uts_13A_023",3,1,10,"M","Adult","Adult",2013,4.2,4.74,7.4,0,0,0,2006,2006,3,0,NA
"3814","Uts_14_0y_0650","M","Offspring","0+",2014,2014,2014,NA,NA,"Uts_13A_065",NA,"F","Adult","Adult",2013,2006,2005,"Uts_13A_043",5,1,30,"M","Adult","Adult",2013,2.92,4.71,5.74,0,0,0,2007,2006,3,0,NA
"3815","Uts_14_0y_0651","F","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3816","Uts_14_0y_0652","F","Offspring","0+",2014,2014,2014,NA,NA,"Uts_13A_065",NA,"F","Adult","Adult",2013,2006,2005,NA,5,1,30,NA,NA,NA,NA,4.27,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"3817","Uts_14_0y_0653","M","Offspring","0+",2014,2014,2014,NA,NA,"Uts_13A_065",NA,"F","Adult","Adult",2013,2006,2005,NA,5,1,30,NA,NA,NA,NA,4.22,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"3818","Uts_14_0y_0654","M","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_13A_028",NA,NA,NA,"M","Adult","Adult",2013,NA,2.77,NA,NA,0,NA,2007,2007,2,0,NA
"3819","Uts_14_0y_0655","F","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3820","Uts_14_0y_0656","F","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3821","Uts_14_0y_0657","F","Offspring","0+",2014,2014,2014,NA,NA,"Uts_13A_039",NA,"F","Adult","Adult",2013,2007,2007,NA,2,0,NA,NA,NA,NA,NA,4.82,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"3822","Uts_14_0y_0658","M","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_13A_029",NA,NA,NA,"M","Adult","Adult",2013,NA,7,NA,NA,0,NA,2007,2006,3,1,10
"3823","Uts_14_0y_0659","M","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_13A_029",NA,NA,NA,"M","Adult","Adult",2013,NA,3.31,NA,NA,0,NA,2007,2006,3,1,10
"3824","Uts_14_0y_0660","F","Offspring","0+",2014,2014,2014,NA,NA,"Uts_13A_047",NA,"F","Adult","Adult",2013,2008,2007,"Uts_13A_023",3,1,10,"M","Adult","Adult",2013,2.37,4.94,4.87,0,0,0,2006,2006,3,0,NA
"3825","Uts_14_0y_0661","F","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3826","Uts_14_0y_0662","M","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_13A_043",NA,NA,NA,"M","Adult","Adult",2013,NA,4.78,NA,NA,0,NA,2007,2006,3,0,NA
"3827","Uts_14_0y_0663","F","Offspring","0+",2014,2014,2014,NA,NA,"Uts_13A_047",NA,"F","Adult","Adult",2013,2008,2007,"Uts_13A_051",3,1,10,"M","Adult","Adult",2013,3.44,1.82,4.63,0,0,0,2008,2008,1,0,NA
"3828","Uts_14_0y_0664","F","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_13A_050",NA,NA,NA,"M","Adult","Adult",2013,NA,3.82,NA,NA,0,NA,2008,2008,1,0,NA
"3829","Uts_14_0y_0665","M","Offspring","0+",2014,2014,2014,NA,NA,"Uts_15A_066",NA,"F","Adult","Adult",2015,2007,2006,"Uts_13A_056",5,1,30,"M","Adult","Adult",2013,3.81,2.74,6.06,0,0,0,2008,2008,1,0,NA
"3830","Uts_14_0y_0666","M","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3831","Uts_14_0y_0667","F","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3832","Uts_14_0y_0668","F","Offspring","0+",2014,2014,2014,NA,NA,"Uts_13A_033",NA,"F","Adult","Adult",2013,2007,2007,NA,3,0,NA,NA,NA,NA,NA,4.5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"3833","Uts_14_0y_0669","F","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_13A_029",NA,NA,NA,"M","Adult","Adult",2013,NA,3.76,NA,NA,0,NA,2007,2006,3,1,10
"3834","Uts_14_0y_0670","F","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3835","Uts_14_0y_0671","M","Offspring","0+",2014,2014,2014,NA,NA,"Uts_13A_065",NA,"F","Adult","Adult",2013,2006,2005,"Uts_13A_043",5,1,30,"M","Adult","Adult",2013,2.77,4.67,5.69,0,0,0,2007,2006,3,0,NA
"3836","Uts_14_0y_0672","F","Offspring","0+",2014,2014,2014,NA,NA,"Uts_13A_044",NA,"F","Adult","Adult",2013,2007,2007,NA,2,0,NA,NA,NA,NA,NA,3.17,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"3837","Uts_14_0y_0673","M","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3838","Uts_14_0y_0674","F","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_11A_34",NA,NA,NA,"M","Adult","Adult",2011,NA,4.83,NA,NA,0,NA,2005,2006,1,0,NA
"3839","Uts_14_0y_0675","F","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_13A_024",NA,NA,NA,"M","Adult","Adult",2013,NA,3.54,NA,NA,0,NA,2007,2006,3,0,NA
"3840","Uts_14_0y_0676","F","Offspring","0+",2014,2014,2014,NA,NA,"Uts_13A_047",NA,"F","Adult","Adult",2013,2008,2007,NA,3,1,10,NA,NA,NA,NA,4.63,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"3841","Uts_14_0y_0677","M","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3842","Uts_14_0y_0678","F","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3843","Uts_14_0y_0679","F","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_13A_024",NA,NA,NA,"M","Adult","Adult",2013,NA,3.12,NA,NA,0,NA,2007,2006,3,0,NA
"3844","Uts_14_0y_0680","M","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_13A_043",NA,NA,NA,"M","Adult","Adult",2013,NA,3.93,NA,NA,0,NA,2007,2006,3,0,NA
"3845","Uts_14_0y_0681","F","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_13A_050",NA,NA,NA,"M","Adult","Adult",2013,NA,3.2,NA,NA,0,NA,2008,2008,1,0,NA
"3846","Uts_14_0y_0682","M","Offspring","0+",2014,2014,2014,NA,NA,"Uts_15A_066",NA,"F","Adult","Adult",2015,2007,2006,NA,5,1,30,NA,NA,NA,NA,3.91,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"3847","Uts_14_0y_0683","F","Offspring","0+",2014,2014,2014,NA,NA,"Uts_13A_039",NA,"F","Adult","Adult",2013,2007,2007,NA,2,0,NA,NA,NA,NA,NA,5.23,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"3848","Uts_14_0y_0684","M","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_11A_42",NA,NA,NA,"M","Adult","Adult",2011,NA,3.78,NA,NA,0,NA,2005,2006,1,0,NA
"3849","Uts_14_0y_0685","F","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3850","Uts_14_0y_0686","M","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3851","Uts_14_0y_0687","F","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_11A_34",NA,NA,NA,"M","Adult","Adult",2011,NA,2.61,NA,NA,0,NA,2005,2006,1,0,NA
"3852","Uts_14_0y_0688","F","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3853","Uts_14_0y_0689","M","Offspring","0+",2014,2014,2014,NA,NA,"Uts_11A_22",NA,"F","Adult","Adult",2011,2005,2006,"Uts_13A_043",2,0,NA,"M","Adult","Adult",2013,3.95,4.04,6.2,0,0,0,2007,2006,3,0,NA
"3854","Uts_14_0y_0690","M","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3855","Uts_14_0y_0691","F","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3856","Uts_14_0y_0692","F","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_13A_043",NA,NA,NA,"M","Adult","Adult",2013,NA,4.24,NA,NA,0,NA,2007,2006,3,0,NA
"3857","Uts_14_0y_0693","F","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_13A_063",NA,NA,NA,"M","Adult","Adult",2013,NA,2.75,NA,NA,0,NA,2008,2008,1,0,NA
"3858","Uts_14_0y_0694","M","Offspring","0+",2014,2014,2014,NA,NA,"Uts_13A_065",NA,"F","Adult","Adult",2013,2006,2005,"Uts_13A_043",5,1,30,"M","Adult","Adult",2013,3.09,4.45,5.54,0,0,0,2007,2006,3,0,NA
"3859","Uts_14_0y_0695","F","Offspring","0+",2014,2014,2014,NA,NA,"Uts_13A_066",NA,"F","Adult","Adult",2013,2007,2007,"Uts_13A_023",2,0,NA,"M","Adult","Adult",2013,3.52,5.28,4.46,0,0,0,2006,2006,3,0,NA
"3860","Uts_14_0y_0696","F","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3861","Uts_14_0y_0697","M","Offspring","0+",2014,2014,2014,NA,NA,"Uts_13A_065",NA,"F","Adult","Adult",2013,2006,2005,"Uts_13A_043",5,1,30,"M","Adult","Adult",2013,3.52,3.79,5.51,0,0,0,2007,2006,3,0,NA
"3862","Uts_14_0y_0698","M","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_13A_029",NA,NA,NA,"M","Adult","Adult",2013,NA,3.73,NA,NA,0,NA,2007,2006,3,1,10
"3863","Uts_14_0y_0699","F","Offspring","0+",2014,2014,2014,NA,NA,"Uts_15A_066",NA,"F","Adult","Adult",2015,2007,2006,NA,5,1,30,NA,NA,NA,NA,4.6,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"3864","Uts_14_0y_0700","F","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3865","Uts_14_0y_0701","M","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3866","Uts_14_0y_0702","F","Offspring","0+",2014,2014,2014,NA,NA,"Uts_13A_047",NA,"F","Adult","Adult",2013,2008,2007,NA,3,1,10,NA,NA,NA,NA,3.13,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"3867","Uts_14_0y_0703","M","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_13A_043",NA,NA,NA,"M","Adult","Adult",2013,NA,5.84,NA,NA,0,NA,2007,2006,3,0,NA
"3868","Uts_14_0y_0704","F","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_13A_024",NA,NA,NA,"M","Adult","Adult",2013,NA,2.63,NA,NA,0,NA,2007,2006,3,0,NA
"3869","Uts_14_0y_0705","M","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3870","Uts_14_0y_0706","M","Offspring","0+",2014,2014,2014,NA,NA,"Uts_13A_033",NA,"F","Adult","Adult",2013,2007,2007,"Uts_13A_006",3,0,NA,"M","Adult","Adult",2013,2.69,2.32,6.35,0,0,0,2008,2008,1,0,NA
"3871","Uts_14_0y_0707","F","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_13A_024",NA,NA,NA,"M","Adult","Adult",2013,NA,2.5,NA,NA,0,NA,2007,2006,3,0,NA
"3872","Uts_14_0y_0708","M","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3873","Uts_14_0y_0709","F","Offspring","0+",2014,2014,2014,NA,NA,"Uts_13A_039",NA,"F","Adult","Adult",2013,2007,2007,"Uts_13A_055",2,0,NA,"M","Adult","Adult",2013,4.48,4.39,5.65,0,0,0,2008,2008,1,0,NA
"3874","Uts_14_0y_0711","F","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3875","Uts_14_0y_0712","F","Offspring","0+",2014,2014,2014,NA,NA,"Uts_13A_033",NA,"F","Adult","Adult",2013,2007,2007,NA,3,0,NA,NA,NA,NA,NA,4.29,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"3876","Uts_14_0y_0713","F","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_11A_34",NA,NA,NA,"M","Adult","Adult",2011,NA,4.54,NA,NA,0,NA,2005,2006,1,0,NA
"3877","Uts_14_0y_0714","M","Offspring","0+",2014,2014,2014,NA,NA,"Uts_15A_066",NA,"F","Adult","Adult",2015,2007,2006,NA,5,1,30,NA,NA,NA,NA,3.18,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"3878","Uts_14_0y_0715","M","Offspring","0+",2014,2014,2014,NA,NA,"Uts_15A_066",NA,"F","Adult","Adult",2015,2007,2006,NA,5,1,30,NA,NA,NA,NA,3.11,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"3879","Uts_14_0y_0716","M","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3880","Uts_14_0y_0717","F","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_11A_34",NA,NA,NA,"M","Adult","Adult",2011,NA,4.25,NA,NA,0,NA,2005,2006,1,0,NA
"3881","Uts_14_0y_0718","M","Offspring","0+",2014,2014,2014,NA,NA,"Uts_13A_033",NA,"F","Adult","Adult",2013,2007,2007,NA,3,0,NA,NA,NA,NA,NA,4.27,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"3882","Uts_14_0y_0719","F","Offspring","0+",2014,2014,2014,NA,NA,"Uts_15A_066",NA,"F","Adult","Adult",2015,2007,2006,"Uts_13A_063",5,1,30,"M","Adult","Adult",2013,2.78,4.42,5.17,0,0,0,2008,2008,1,0,NA
"3883","Uts_14_0y_0720","M","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_13A_050",NA,NA,NA,"M","Adult","Adult",2013,NA,3.81,NA,NA,0,NA,2008,2008,1,0,NA
"3884","Uts_14_0y_0721","F","Offspring","0+",2014,2014,2014,NA,NA,"Uts_15A_066",NA,"F","Adult","Adult",2015,2007,2006,NA,5,1,30,NA,NA,NA,NA,4.33,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"3885","Uts_14_0y_0722","F","Offspring","0+",2014,2014,2014,NA,NA,"Uts_13A_033",NA,"F","Adult","Adult",2013,2007,2007,NA,3,0,NA,NA,NA,NA,NA,3.15,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"3886","Uts_14_0y_0723","M","Offspring","0+",2014,2014,2014,NA,NA,"Uts_13A_047",NA,"F","Adult","Adult",2013,2008,2007,NA,3,1,10,NA,NA,NA,NA,3.94,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"3887","Uts_14_0y_0724","M","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3888","Uts_14_0y_0725","M","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_11A_34",NA,NA,NA,"M","Adult","Adult",2011,NA,4,NA,NA,0,NA,2005,2006,1,0,NA
"3889","Uts_14_0y_0726","F","Offspring","0+",2014,2014,2014,NA,NA,"Uts_13A_039",NA,"F","Adult","Adult",2013,2007,2007,NA,2,0,NA,NA,NA,NA,NA,4.84,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"3890","Uts_14_0y_0727","M","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3891","Uts_14_0y_0728","F","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3892","Uts_14_0y_0729","F","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_11A_38",NA,NA,NA,"M","Adult","Adult",2011,NA,5.27,NA,NA,0,NA,2005,2006,1,0,NA
"3893","Uts_14_0y_0730","M","Offspring","0+",2014,2014,2014,NA,NA,"Uts_11A_22",NA,"F","Adult","Adult",2011,2005,2006,NA,2,0,NA,NA,NA,NA,NA,3.62,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"3894","Uts_14_0y_0731","F","Offspring","0+",2014,2014,2014,NA,NA,"Uts_13A_039",NA,"F","Adult","Adult",2013,2007,2007,NA,2,0,NA,NA,NA,NA,NA,4.3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"3895","Uts_14_0y_0732","F","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_11A_42",NA,NA,NA,"M","Adult","Adult",2011,NA,1.51,NA,NA,0,NA,2005,2006,1,0,NA
"3896","Uts_14_0y_0733","F","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3897","Uts_14_0y_0734","F","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3898","Uts_14_0y_0735","F","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3899","Uts_14_0y_0736","F","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3900","Uts_14_0y_0737","M","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_13A_023",NA,NA,NA,"M","Adult","Adult",2013,NA,4.03,NA,NA,0,NA,2006,2006,3,0,NA
"3901","Uts_14_0y_0738","M","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_11A_42",NA,NA,NA,"M","Adult","Adult",2011,NA,4.3,NA,NA,0,NA,2005,2006,1,0,NA
"3902","Uts_14_0y_0739","F","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3903","Uts_14_0y_0740","F","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3904","Uts_14_0y_0741","F","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3905","Uts_14_0y_0742","M","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3906","Uts_14_0y_0743","M","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_13A_023",NA,NA,NA,"M","Adult","Adult",2013,NA,5.52,NA,NA,0,NA,2006,2006,3,0,NA
"3907","Uts_14_0y_0744","F","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3908","Uts_14_0y_0745","F","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3909","Uts_14_0y_0746","F","Offspring","0+",2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
